county,waterbody,station,deployment_range,sensor_type,sensor_serial_number,timestamp_utc,sensor_depth_at_low_tide_m,sensor_depth_measured_m,dissolved_oxygen_percent_saturation
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T06:00:00Z,5,5.000000000000011,98
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T06:30:00Z,5,4.482361909794966,98.01711027725239
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T07:00:00Z,5,4.000000000000004,98.06814834742187
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T07:30:00Z,5,3.5857864376269166,98.15224093497743
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T08:00:00Z,5,3.2679491924311295,98.26794919243112
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T08:30:00Z,5,3.0681483474218663,98.41329331941753
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T09:00:00Z,5,3,98.58578643762691
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T09:30:00Z,5,3.0681483474218623,98.78247714198255
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T10:00:00Z,5,3.267949192431115,99
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T10:30:00Z,5,3.585786437626896,99.23463313526982
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T11:00:00Z,5,3.9999999999999916,99.48236190979496
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T11:30:00Z,5,4.482361909794951,99.7389476155599
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T12:00:00Z,5,4.9999999999999964,100
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T12:30:00Z,5,5.517638090205027,100.26105238444009
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T13:00:00Z,5,5.999999999999989,100.51763809020504
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T13:30:00Z,5,6.414213562373089,100.76536686473017
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T14:00:00Z,5,6.732050807568874,101
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T14:30:00Z,5,6.931851652578132,101.21752285801743
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T15:00:00Z,5,7,101.41421356237309
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T15:30:00Z,5,6.931851652578139,101.58670668058247
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T16:00:00Z,5,6.732050807568882,101.73205080756888
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T16:30:00Z,5,6.414213562373099,101.84775906502257
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T17:00:00Z,5,6.000000000000015,101.93185165257813
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T17:30:00Z,5,5.517638090205056,101.98288972274761
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T18:00:00Z,5,5.0000000000000115,102
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T18:30:00Z,5,4.4823619097949665,101.98288972274761
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T19:00:00Z,5,4.000000000000004,101.93185165257813
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T19:30:00Z,5,3.5857864376269166,101.84775906502257
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T20:00:00Z,5,3.2679491924311295,101.73205080756888
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T20:30:00Z,5,3.0681483474218663,101.58670668058248
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T21:00:00Z,5,3,101.41421356237309
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T21:30:00Z,5,3.0681483474218583,101.21752285801745
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T22:00:00Z,5,3.2679491924311144,101
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T22:30:00Z,5,3.5857864376268953,100.76536686473018
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T23:00:00Z,5,3.999999999999991,100.51763809020504
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05T23:30:00Z,5,4.482361909794951,100.2610523844401
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T00:00:00Z,5,4.999999999999981,100.00000000000001
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T00:30:00Z,5,5.517638090205026,99.73894761555991
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T01:00:00Z,5,5.999999999999989,99.48236190979496
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T01:30:00Z,5,6.414213562373088,99.23463313526983
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T02:00:00Z,5,6.732050807568874,99
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T02:30:00Z,5,6.931851652578132,98.78247714198257
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T03:00:00Z,5,7,98.58578643762691
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T03:30:00Z,5,6.93185165257814,98.41329331941753
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T04:00:00Z,5,6.732050807568882,98.26794919243113
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T04:30:00Z,5,6.414213562373099,98.15224093497743
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T05:00:00Z,5,6.000000000000015,98.06814834742187
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T05:30:00Z,5,5.517638090205056,98.01711027725239
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T06:00:00Z,5,5.0000000000000115,98
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T06:30:00Z,5,4.482361909794967,98.01711027725239
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T07:00:00Z,5,4.000000000000018,98.06814834742187
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T07:30:00Z,5,3.585786437626917,98.15224093497743
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T08:00:00Z,5,3.26794919243113,98.26794919243112
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T08:30:00Z,5,3.0681483474218663,98.41329331941752
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T09:00:00Z,5,3,98.58578643762691
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T09:30:00Z,5,3.0681483474218583,98.78247714198255
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T10:00:00Z,5,3.2679491924311144,99
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T10:30:00Z,5,3.5857864376268953,99.23463313526982
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T11:00:00Z,5,3.9999999999999907,99.48236190979496
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T11:30:00Z,5,4.4823619097949505,99.7389476155599
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T12:00:00Z,5,4.9999999999999805,99.99999999999999
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T12:30:00Z,5,5.5176380902050255,100.26105238444009
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T13:00:00Z,5,5.9999999999999885,100.51763809020504
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T13:30:00Z,5,6.414213562373088,100.76536686473017
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T14:00:00Z,5,6.732050807568873,101
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T14:30:00Z,5,6.9318516525781355,101.21752285801745
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T15:00:00Z,5,7,101.41421356237309
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T15:30:00Z,5,6.9318516525781435,101.58670668058247
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T16:00:00Z,5,6.732050807568882,101.73205080756887
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T16:30:00Z,5,6.41421356237311,101.84775906502257
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T17:00:00Z,5,6.0000000000000036,101.93185165257813
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T17:30:00Z,5,5.517638090205057,101.98288972274761
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T18:00:00Z,5,5.000000000000027,102
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T18:30:00Z,5,4.482361909794967,101.98288972274761
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T19:00:00Z,5,4.000000000000018,101.93185165257815
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T19:30:00Z,5,3.5857864376269073,101.84775906502257
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T20:00:00Z,5,3.2679491924311304,101.73205080756888
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T20:30:00Z,5,3.0681483474218703,101.58670668058248
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T21:00:00Z,5,3,101.41421356237309
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T21:30:00Z,5,3.0681483474218583,101.21752285801745
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T22:00:00Z,5,3.2679491924311215,101
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T22:30:00Z,5,3.585786437626895,100.76536686473018
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T23:00:00Z,5,3.999999999999978,100.51763809020505
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06T23:30:00Z,5,4.4823619097949505,100.2610523844401
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T00:00:00Z,5,4.9999999999999805,100.00000000000001
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T00:30:00Z,5,5.517638090205039,99.7389476155599
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T01:00:00Z,5,5.9999999999999885,99.48236190979496
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T01:30:00Z,5,6.414213562373077,99.23463313526983
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T02:00:00Z,5,6.732050807568873,99
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T02:30:00Z,5,6.931851652578132,98.78247714198257
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T03:00:00Z,5,7,98.58578643762691
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T03:30:00Z,5,6.93185165257814,98.41329331941753
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T04:00:00Z,5,6.732050807568889,98.26794919243113
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T04:30:00Z,5,6.4142135623731,98.15224093497743
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T05:00:00Z,5,6.000000000000016,98.06814834742187
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T05:30:00Z,5,5.51763809020507,98.01711027725239
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T06:00:00Z,5,5.000000000000012,98
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T06:30:00Z,5,4.482361909794982,98.01711027725237
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T07:00:00Z,5,4.000000000000006,98.06814834742187
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T07:30:00Z,5,3.5857864376269175,98.15224093497743
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T08:00:00Z,5,3.2679491924311375,98.26794919243112
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T08:30:00Z,5,3.0681483474218667,98.41329331941752
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T09:00:00Z,5,3,98.5857864376269
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T09:30:00Z,5,3.068148347421862,98.78247714198255
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T10:00:00Z,5,3.267949192431114,98.99999999999999
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T10:30:00Z,5,3.5857864376268846,99.2346331352698
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T11:00:00Z,5,3.99999999999999,99.48236190979495
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T11:30:00Z,5,4.482361909794936,99.73894761555988
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T12:00:00Z,5,4.999999999999994,100
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T12:30:00Z,5,5.517638090205025,100.78315715332029
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T13:00:00Z,5,5.999999999999975,101.55291427061508
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T13:30:00Z,5,6.414213562373087,102.29610059419052
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T14:00:00Z,5,6.732050807568866,102.99999999999997
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T14:30:00Z,5,6.9318516525781355,103.65256857405231
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T15:00:00Z,5,7,104.24264068711926
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T15:30:00Z,5,6.9318516525781435,104.76012004174738
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T16:00:00Z,5,6.732050807568883,105.19615242270662
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T16:30:00Z,5,6.414213562373111,105.5432771950677
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T17:00:00Z,5,6.000000000000004,105.79555495773441
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T17:30:00Z,5,5.5176380902050575,105.94866916824286
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T18:00:00Z,5,5.0000000000000275,106
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T18:30:00Z,5,4.482361909794968,105.94866916824286
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T19:00:00Z,5,4.000000000000019,105.79555495773442
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T19:30:00Z,5,3.5857864376269077,105.54327719506773
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T20:00:00Z,5,3.2679491924311304,105.19615242270665
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T20:30:00Z,5,3.0681483474218707,104.76012004174744
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T21:00:00Z,5,3,104.24264068711929
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T21:30:00Z,5,3.0681483474218583,103.65256857405235
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T22:00:00Z,5,3.2679491924311206,103
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T22:30:00Z,5,3.5857864376268944,102.29610059419056
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T23:00:00Z,5,3.999999999999977,101.55291427061516
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07T23:30:00Z,5,4.48236190979495,100.78315715332032
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T00:00:00Z,5,4.99999999999998,100.00000000000003
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T00:30:00Z,5,5.51763809020501,99.21684284667974
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T01:00:00Z,5,5.999999999999988,98.4470857293849
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T01:30:00Z,5,6.414213562373076,97.7038994058095
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T02:00:00Z,5,6.732050807568873,97.00000000000001
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T02:30:00Z,5,6.931851652578131,96.3474314259477
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T03:00:00Z,5,7,95.75735931288075
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T03:30:00Z,5,6.93185165257814,95.2398799582526
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T04:00:00Z,5,6.73205080756889,94.80384757729338
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T04:30:00Z,5,6.414213562373101,94.45672280493228
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T05:00:00Z,5,6.000000000000017,94.2044450422656
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T05:30:00Z,5,5.517638090205072,94.05133083175714
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T06:00:00Z,5,5.000000000000013,94
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T06:30:00Z,5,4.4823619097949825,94.05133083175713
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T07:00:00Z,5,4.000000000000007,94.20444504226559
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T07:30:00Z,5,3.5857864376269184,94.45672280493227
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T08:00:00Z,5,3.267949192431138,94.80384757729334
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T08:30:00Z,5,3.068148347421867,95.23987995825257
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T09:00:00Z,5,3,95.7573593128807
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T09:30:00Z,5,3.068148347421862,96.34743142594766
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T10:00:00Z,5,3.2679491924311135,96.99999999999997
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T10:30:00Z,5,3.5857864376268838,97.70389940580942
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T11:00:00Z,5,3.999999999999989,98.44708572938485
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T11:30:00Z,5,4.482361909794935,99.21684284667965
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T12:00:00Z,5,4.999999999999993,99.99999999999999
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T12:30:00Z,5,5.517638090205024,100.78315715332029
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T13:00:00Z,5,5.999999999999974,101.55291427061508
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T13:30:00Z,5,6.414213562373087,102.29610059419052
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T14:00:00Z,5,6.732050807568865,102.99999999999997
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T14:30:00Z,5,6.931851652578135,103.65256857405231
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T15:00:00Z,5,7,104.24264068711926
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T15:30:00Z,5,6.931851652578144,104.76012004174738
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T16:00:00Z,5,6.732050807568883,105.19615242270662
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T16:30:00Z,5,6.414213562373112,105.5432771950677
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T17:00:00Z,5,6.000000000000005,105.79555495773441
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T17:30:00Z,5,5.517638090205058,105.94866916824286
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T18:00:00Z,5,5.000000000000028,106
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T18:30:00Z,5,4.482361909794969,105.94866916824286
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T19:00:00Z,5,4.0000000000000195,105.79555495773442
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T19:30:00Z,5,3.585786437626929,105.54327719506774
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T20:00:00Z,5,3.2679491924311312,105.19615242270665
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T20:30:00Z,5,3.0681483474218707,104.76012004174744
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T21:00:00Z,5,3,104.24264068711929
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T21:30:00Z,5,3.068148347421858,103.65256857405235
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T22:00:00Z,5,3.2679491924311064,103.00000000000004
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T22:30:00Z,5,3.5857864376268935,102.29610059419056
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T23:00:00Z,5,3.999999999999976,101.55291427061516
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-08T23:30:00Z,5,4.482361909794949,100.78315715332033
