county,waterbody,station,deployment_range,sensor_type,sensor_serial_number,timestamp_utc,sensor_depth_at_low_tide_m,sensor_depth_measured_m,dissolved_oxygen_percent_saturation,dissolved_oxygen_percent_saturation_rolling_sd,dissolve_oxygen_flag
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 18:00:00+00:00,5,5.000000000000011,102.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 18:30:00+00:00,5,4.482361909794966,101.9828897227476,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 19:00:00+00:00,5,4.000000000000004,101.93185165257812,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 19:30:00+00:00,5,3.585786437626916,101.84775906502256,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 20:00:00+00:00,5,3.267949192431129,101.73205080756888,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 20:30:00+00:00,5,3.0681483474218663,101.58670668058248,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 21:00:00+00:00,5,3.0,101.41421356237308,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 21:30:00+00:00,5,3.0681483474218627,101.21752285801745,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 22:00:00+00:00,5,3.2679491924311157,101.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 22:30:00+00:00,5,3.585786437626896,100.76536686473018,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 23:00:00+00:00,5,3.999999999999992,100.51763809020504,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-04 23:30:00+00:00,5,4.482361909794952,100.2610523844401,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 00:00:00+00:00,5,4.9999999999999964,100.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 00:30:00+00:00,5,5.517638090205027,99.73894761555992,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 01:00:00+00:00,5,5.999999999999989,99.48236190979496,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 01:30:00+00:00,5,6.414213562373089,99.23463313526985,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 02:00:00+00:00,5,6.732050807568874,99.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 02:30:00+00:00,5,6.931851652578136,98.78247714198255,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 03:00:00+00:00,5,7.0,98.58578643762692,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 03:30:00+00:00,5,6.931851652578139,98.41329331941752,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 04:00:00+00:00,5,6.732050807568881,98.26794919243112,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 04:30:00+00:00,5,6.414213562373099,98.15224093497744,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 05:00:00+00:00,5,6.000000000000014,98.06814834742188,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 05:30:00+00:00,5,5.517638090205055,98.0171102772524,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 06:00:00+00:00,5,5.000000000000011,98.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 06:30:00+00:00,5,4.482361909794966,98.0171102772524,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 07:00:00+00:00,5,4.000000000000004,98.06814834742188,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 07:30:00+00:00,5,3.5857864376269166,98.15224093497744,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 08:00:00+00:00,5,3.267949192431129,98.26794919243112,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 08:30:00+00:00,5,3.0681483474218663,98.41329331941752,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 09:00:00+00:00,5,3.0,98.58578643762692,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 09:30:00+00:00,5,3.0681483474218623,98.78247714198255,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 10:00:00+00:00,5,3.267949192431115,99.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 10:30:00+00:00,5,3.585786437626896,99.23463313526982,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 11:00:00+00:00,5,3.999999999999992,99.48236190979496,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 11:30:00+00:00,5,4.482361909794951,99.7389476155599,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 12:00:00+00:00,5,4.9999999999999964,100.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 12:30:00+00:00,5,5.517638090205027,100.26105238444008,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 13:00:00+00:00,5,5.999999999999989,100.51763809020504,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 13:30:00+00:00,5,6.414213562373089,100.76536686473015,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 14:00:00+00:00,5,6.732050807568874,101.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 14:30:00+00:00,5,6.931851652578132,101.21752285801745,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 15:00:00+00:00,5,7.0,101.41421356237308,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 15:30:00+00:00,5,6.931851652578139,101.58670668058248,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 16:00:00+00:00,5,6.732050807568882,101.73205080756888,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 16:30:00+00:00,5,6.414213562373099,101.84775906502256,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 17:00:00+00:00,5,6.000000000000015,101.93185165257812,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 17:30:00+00:00,5,5.517638090205056,101.9828897227476,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 18:00:00+00:00,5,5.000000000000012,102.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 18:30:00+00:00,5,4.482361909794967,101.9828897227476,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 19:00:00+00:00,5,4.000000000000004,101.93185165257812,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 19:30:00+00:00,5,3.5857864376269166,101.84775906502256,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 20:00:00+00:00,5,3.267949192431129,101.73205080756888,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 20:30:00+00:00,5,3.0681483474218663,101.58670668058248,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 21:00:00+00:00,5,3.0,101.41421356237308,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 21:30:00+00:00,5,3.0681483474218583,101.21752285801745,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 22:00:00+00:00,5,3.2679491924311144,101.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 22:30:00+00:00,5,3.5857864376268958,100.76536686473018,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 23:00:00+00:00,5,3.999999999999991,100.51763809020504,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-05 23:30:00+00:00,5,4.482361909794951,100.2610523844401,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 00:00:00+00:00,5,4.999999999999981,100.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 00:30:00+00:00,5,5.517638090205026,99.73894761555992,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 01:00:00+00:00,5,5.999999999999989,99.48236190979496,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 01:30:00+00:00,5,6.414213562373088,99.23463313526985,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 02:00:00+00:00,5,6.732050807568874,99.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 02:30:00+00:00,5,6.931851652578132,98.78247714198255,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 03:00:00+00:00,5,7.0,98.58578643762692,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 03:30:00+00:00,5,6.93185165257814,98.41329331941752,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 04:00:00+00:00,5,6.732050807568882,98.26794919243112,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 04:30:00+00:00,5,6.414213562373099,98.15224093497744,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 05:00:00+00:00,5,6.000000000000015,98.06814834742188,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 05:30:00+00:00,5,5.517638090205056,98.0171102772524,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 06:00:00+00:00,5,5.000000000000012,98.0,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 06:30:00+00:00,5,4.482361909794967,98.0171102772524,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 07:00:00+00:00,5,4.000000000000018,98.06814834742188,1.4291792020209861,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 07:30:00+00:00,5,3.585786437626917,98.15224093497744,1.4291792020209872,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 08:00:00+00:00,5,3.26794919243113,98.26794919243112,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 08:30:00+00:00,5,3.0681483474218663,98.41329331941752,1.4291792020209872,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 09:00:00+00:00,5,3.0,98.58578643762692,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 09:30:00+00:00,5,3.0681483474218583,98.78247714198255,1.4291792020209872,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 10:00:00+00:00,5,3.2679491924311144,99.0,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 10:30:00+00:00,5,3.5857864376268958,99.23463313526982,1.4291792020209872,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 11:00:00+00:00,5,3.999999999999991,99.48236190979496,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 11:30:00+00:00,5,4.482361909794951,99.7389476155599,1.4291792020209872,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 12:00:00+00:00,5,4.9999999999999805,100.0,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 12:30:00+00:00,5,5.5176380902050255,100.26105238444008,1.4291792020209872,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 13:00:00+00:00,5,5.9999999999999885,100.51763809020504,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 13:30:00+00:00,5,6.414213562373088,100.76536686473015,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 14:00:00+00:00,5,6.732050807568873,101.0,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 14:30:00+00:00,5,6.931851652578136,101.21752285801745,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 15:00:00+00:00,5,7.0,101.41421356237308,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 15:30:00+00:00,5,6.931851652578144,101.58670668058248,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 16:00:00+00:00,5,6.732050807568882,101.73205080756888,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 16:30:00+00:00,5,6.41421356237311,101.84775906502256,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 17:00:00+00:00,5,6.000000000000004,101.93185165257812,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 17:30:00+00:00,5,5.517638090205057,101.9828897227476,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 18:00:00+00:00,5,5.000000000000027,102.0,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 18:30:00+00:00,5,4.482361909794967,101.9828897227476,1.4291792020209875,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 19:00:00+00:00,5,4.000000000000018,101.93185165257816,1.4291792020209886,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 19:30:00+00:00,5,3.5857864376269077,101.84775906502256,1.4291792020209886,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 20:00:00+00:00,5,3.2679491924311304,101.73205080756888,1.4291792020209886,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 20:30:00+00:00,5,3.0681483474218703,101.58670668058248,1.4291792020209886,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 21:00:00+00:00,5,3.0,101.41421356237308,1.4291792020209886,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 21:30:00+00:00,5,3.0681483474218583,101.21752285801745,1.4291792020209892,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 22:00:00+00:00,5,3.267949192431121,101.0,1.4291792020209895,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 22:30:00+00:00,5,3.585786437626895,100.76536686473018,1.4291792020209895,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 23:00:00+00:00,5,3.999999999999978,100.51763809020504,1.4291792020209895,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-06 23:30:00+00:00,5,4.482361909794951,100.2610523844401,1.4291792020209895,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 00:00:00+00:00,5,4.9999999999999805,100.0,1.4291792020209897,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 00:30:00+00:00,5,5.517638090205039,99.7389476155599,1.4291792020209897,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 01:00:00+00:00,5,5.9999999999999885,99.48236190979496,1.4331894779812702,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 01:30:00+00:00,5,6.414213562373077,99.23463313526985,1.4486842923928747,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 02:00:00+00:00,5,6.732050807568873,99.0,1.4816350638262934,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 02:30:00+00:00,5,6.931851652578132,98.78247714198255,1.5356454011377474,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 03:00:00+00:00,5,7.0,98.58578643762692,1.611493580368558,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 03:30:00+00:00,5,6.93185165257814,98.41329331941752,1.7073156962799023,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 04:00:00+00:00,5,6.732050807568889,98.26794919243112,1.8193061618912978,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 04:30:00+00:00,5,6.4142135623731,98.15224093497744,1.9425906976711025,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 05:00:00+00:00,5,6.000000000000016,98.06814834742188,2.0719769832646784,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 05:30:00+00:00,5,5.51763809020507,98.0171102772524,2.202467664004873,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 06:00:00+00:00,5,5.000000000000012,98.0,2.3295574097792993,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 06:30:00+00:00,5,4.482361909794982,98.01711027725236,2.449384157078084,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 07:00:00+00:00,5,4.000000000000006,98.06814834742188,2.558798718027651,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 07:30:00+00:00,5,3.585786437626917,98.15224093497744,2.655395083790223,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 08:00:00+00:00,5,3.267949192431137,98.26794919243112,2.737524397448577,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 08:30:00+00:00,5,3.0681483474218667,98.41329331941752,2.804302828659824,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 09:00:00+00:00,5,3.0,98.5857864376269,2.8556161103751854,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 09:30:00+00:00,5,3.068148347421862,98.78247714198255,2.892119059908608,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 10:00:00+00:00,5,3.267949192431114,99.0,2.9152252759080395,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 10:30:00+00:00,5,3.5857864376268846,99.2346331352698,2.9270793575148786,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 11:00:00+00:00,5,3.99999999999999,99.48236190979496,2.9305010874647404,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 11:30:00+00:00,5,4.482361909794936,99.73894761555988,2.9288884756320943,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 12:00:00+00:00,5,4.999999999999994,100.0,2.9260657557480907,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 12:30:00+00:00,5,5.517638090205025,100.78315715332027,2.9260657557480902,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 13:00:00+00:00,5,5.999999999999975,101.55291427061508,2.932846252381924,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 13:30:00+00:00,5,6.414213562373087,102.29610059419052,2.9499581026536217,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 14:00:00+00:00,5,6.732050807568866,102.99999999999996,2.980205766148894,1
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 14:30:00+00:00,5,6.931851652578136,103.65256857405232,3.025358951365176,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 15:00:00+00:00,5,7.0,104.24264068711926,3.085975514101055,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 15:30:00+00:00,5,6.931851652578144,104.76012004174738,3.161374171244002,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 16:00:00+00:00,5,6.732050807568883,105.19615242270662,3.249757825074222,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 16:30:00+00:00,5,6.414213562373111,105.5432771950677,3.3484515808314326,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 17:00:00+00:00,5,6.000000000000004,105.7955549577344,3.454199861271133,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 17:30:00+00:00,5,5.5176380902050575,105.94866916824286,3.563468800378113,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 18:00:00+00:00,5,5.000000000000028,106.0,3.6727162225079084,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 18:30:00+00:00,5,4.482361909794968,105.94866916824286,3.7786110616527946,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 19:00:00+00:00,5,4.000000000000019,105.79555495773442,3.878199367105007,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 19:30:00+00:00,5,3.585786437626908,105.54327719506772,3.969022615267546,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 20:00:00+00:00,5,3.2679491924311304,105.19615242270665,4.049196955946554,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 20:30:00+00:00,5,3.0681483474218707,104.76012004174744,4.117461460148578,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 21:00:00+00:00,5,3.0,104.24264068711928,4.17320130570096,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 21:30:00+00:00,5,3.0681483474218583,103.65256857405237,4.216449320760222,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 22:00:00+00:00,5,3.2679491924311206,103.0,4.247866988811926,2
Halifax,mcnabs,lighthouse,2023-Jan-01 to 2023-Jan-15,aquameasure,123,2023-01-07 22:30:00+00:00,5,3.5857864376268944,102.29610059419056,4.268704153590059,2
